codice,data,nomeUtente,codiceQuiz
132,2026-06-06,paola_rizzi,10
133,2025-01-17,ilaria_riva,522
134,2026-05-03,ilaria_riva,487
135,2024-10-22,ilaria_riva,260
136,2025-04-10,giorgio_martinelli,367
137,2026-05-18,giorgio_martinelli,316
138,2024-05-11,giorgio_martinelli,471
139,2025-02-08,giorgio_martinelli,118
140,2026-02-13,giorgio_martinelli,417
141,2025-09-29,diego_gentile,535
142,2026-03-30,diego_gentile,416
143,2026-03-19,diego_gentile,28
144,2026-05-03,irene_salvi,310
145,2026-05-30,irene_salvi,490
146,2026-05-09,irene_salvi,364
147,2025-10-08,elena_riva,330
148,2025-06-16,elena_riva,538
149,2025-11-12,elena_riva,269
150,2025-02-22,elena_riva,95
151,2025-08-09,riccardo_silvestri,234
152,2026-03-05,riccardo_silvestri,53
153,2026-04-12,riccardo_silvestri,397
154,2026-06-28,riccardo_silvestri,217
155,2026-06-23,diego_mele,525
156,2025-12-28,diego_mele,462
157,2026-05-31,giovanni_galli,525
158,2026-02-20,anna_ferretti,494
159,2026-05-27,anna_ferretti,252
160,2026-02-16,anna_ferretti,229
161,2025-03-06,laura_guerra,356
162,2025-03-12,laura_guerra,322
163,2024-10-28,laura_guerra,350
164,2025-11-01,laura_guerra,347
165,2026-04-20,serena_quaranta,544
166,2024-06-24,serena_quaranta,501
167,2026-06-26,serena_quaranta,527
168,2026-04-15,serena_quaranta,92
169,2026-06-24,giorgio_longo,35
170,2026-05-18,giorgio_longo,453
171,2026-03-14,giorgio_longo,72
172,2025-01-18,katia_de_luca,522
173,2026-02-27,katia_de_luca,268
174,2026-05-28,katia_de_luca,97
175,2026-02-14,katia_de_luca,493
176,2026-06-28,tomaso_poli,6
177,2026-03-19,tomaso_poli,259
178,2026-01-23,tomaso_poli,536
179,2026-03-07,tomaso_poli,274
180,2026-04-19,anna_vitale,120
181,2026-06-20,anna_vitale,529
182,2026-04-30,pietro_pozzi,515
183,2026-01-21,pietro_pozzi,244
184,2026-03-15,miriam_celli,218
185,2025-11-18,miriam_celli,18
186,2025-01-07,roberta_sanna,356
187,2024-12-30,roberta_sanna,135
188,2025-09-07,roberta_sanna,412
189,2026-04-11,roberta_sanna,22
190,2026-02-17,roberta_sanna,163
191,2026-05-05,jessica_biffi,68
192,2026-05-12,davide_de_rosa,381
193,2025-11-11,davide_de_rosa,514
194,2026-05-13,davide_de_rosa,253
195,2026-06-26,davide_de_rosa,310
196,2026-05-15,ernesto_pozzi,191
197,2026-05-23,ernesto_pozzi,236
198,2025-07-06,stefano_de_rosa,66
199,2026-05-02,stefano_de_rosa,518
200,2026-04-07,stefano_de_rosa,9
201,2025-10-16,olga_ferretti,48
202,2026-05-27,olga_ferretti,116
203,2026-05-16,anna_riva,26
204,2026-01-25,anna_riva,237
205,2024-07-26,monica_celli,178
206,2025-06-14,monica_celli,441
207,2026-05-24,alberto_palma,253
208,2026-05-02,alberto_palma,296
209,2025-10-08,laura_rinaldi,73
210,2026-04-30,laura_rinaldi,261
211,2025-12-29,laura_rinaldi,498
212,2026-05-15,laura_rinaldi,283
213,2025-03-13,federica_pino,95
214,2026-04-11,federica_pino,412
215,2026-01-08,federica_pino,143
216,2026-02-08,irene_sala,45
217,2026-05-06,irene_sala,181
218,2026-02-15,irene_sala,262
219,2026-02-23,serena_caputo,229
220,2026-05-31,serena_caputo,490
221,2024-05-20,serena_caputo,202
222,2025-05-17,tomaso_rosati,95
223,2026-06-19,tomaso_rosati,211
224,2026-06-07,tomaso_rosati,427
225,2026-01-15,alberto_damico,533
226,2025-12-29,anna_pino,126
227,2026-05-13,anna_pino,273
228,2026-02-21,anna_pino,450
229,2024-09-08,anna_pino,353
230,2025-12-02,anna_pino,500
231,2026-05-01,debora_sorrentino,229
232,2026-05-24,debora_sorrentino,531
233,2026-05-15,debora_sorrentino,348
234,2026-02-09,emanuele_donati,440
235,2024-10-24,emanuele_donati,285
236,2025-12-05,emanuele_donati,411
237,2026-02-03,miriam_orlando,324
238,2026-01-27,miriam_orlando,374
239,2026-05-18,miriam_orlando,519
240,2026-06-02,miriam_orlando,22
241,2026-05-05,miriam_orlando,429
242,2025-07-15,emanuele_ferrara,268
243,2026-05-17,emanuele_ferrara,22
244,2026-04-17,emanuele_ferrara,9
245,2026-05-18,giorgio_fazio,396
246,2026-06-18,giorgio_fazio,414
247,2026-05-10,giorgio_fazio,256
248,2026-06-09,claudia_pino,78
249,2026-04-15,claudia_pino,410
250,2026-01-21,claudia_pino,374
251,2025-09-24,matteo_silvestri,15
252,2026-06-07,matteo_silvestri,281
253,2026-06-17,roberta_fazio,293
254,2026-04-09,roberta_fazio,410
255,2024-12-01,roberta_fazio,409
256,2026-05-20,lorenzo_parisi,423
257,2025-10-02,lorenzo_parisi,33
258,2026-03-05,claudia_de_luca,117
259,2026-04-13,claudia_de_luca,64
260,2026-05-04,claudia_de_luca,53
261,2024-09-06,claudia_de_luca,318
262,2026-01-13,riccardo_quaranta,411
263,2026-05-30,riccardo_quaranta,292
264,2025-01-28,riccardo_quaranta,522
265,2025-08-23,riccardo_quaranta,106
266,2026-03-27,simone_rosati,143
267,2026-06-24,lisa_sorrentino,89
268,2025-11-20,lisa_sorrentino,146
269,2026-05-09,lisa_sorrentino,57
270,2026-03-06,tomaso_quaranta,466
271,2026-06-07,tomaso_quaranta,186
272,2026-06-14,tomaso_quaranta,258
273,2026-03-10,tomaso_quaranta,69
274,2024-10-05,lisa_salvi,247
275,2024-10-31,lisa_salvi,409
276,2026-06-07,lisa_salvi,528
277,2026-05-28,lisa_salvi,41
278,2026-06-03,lisa_salvi,291
279,2026-01-01,maria_milani,5
280,2025-11-28,maria_milani,208
281,2025-06-12,maria_milani,441
282,2026-06-14,maria_milani,6
283,2026-04-18,sara_rizzi,129
284,2026-05-06,sara_rizzi,128
285,2026-05-12,sara_rizzi,32
286,2026-06-12,sara_rizzi,514
287,2026-01-30,simone_tozzi,3
288,2026-04-04,simone_tozzi,297
289,2025-08-12,alessia_galli,417
290,2026-01-09,diego_cattaneo,467
291,2026-04-23,diego_cattaneo,198
292,2026-06-05,diego_cattaneo,181
293,2025-07-25,diego_cattaneo,207
294,2026-05-28,diego_cattaneo,484
295,2026-06-20,olga_casini,211
296,2025-07-04,olga_casini,441
297,2025-08-09,olga_casini,467
298,2026-06-25,olga_casini,281
299,2025-08-08,riccardo_gentile,79
300,2026-03-06,riccardo_gentile,82
301,2026-04-08,riccardo_gentile,208
302,2026-06-05,riccardo_gentile,96
303,2025-08-10,flavio_salvi,176
304,2026-06-22,flavio_salvi,494
305,2025-07-14,serena_biffi,319
306,2026-06-21,serena_biffi,39
307,2025-11-28,serena_biffi,141
308,2026-05-17,anna_fusco,490
309,2026-02-14,anna_fusco,205
310,2026-06-07,anna_fusco,456
311,2025-11-08,serena_damico,440
312,2024-03-18,serena_damico,202
313,2025-05-12,serena_damico,371
314,2026-06-04,serena_damico,416
315,2026-04-25,roberto_montagna,78
316,2025-07-13,roberto_montagna,354
317,2026-03-25,roberto_montagna,58
318,2025-07-28,roberto_montagna,232
319,2026-06-05,pietro_santoro,115
320,2026-05-11,pietro_santoro,382
321,2026-02-05,pietro_santoro,182
322,2025-12-17,giada_casini,183
323,2025-10-19,giada_casini,149
324,2026-03-13,giada_casini,399
325,2025-10-12,giada_casini,451
326,2026-03-29,giada_napoli,310
327,2025-12-13,diego_pino,439
328,2026-01-30,diego_pino,45
329,2025-12-08,diego_pino,109
330,2026-06-18,ernesto_mele,383
331,2026-04-29,ernesto_mele,231
332,2025-12-13,francesco_pozzi,74
333,2026-05-01,martina_gentile,518
334,2026-05-14,martina_gentile,474
335,2026-01-16,martina_gentile,218
336,2026-04-16,monica_martinelli,337
337,2025-12-04,monica_martinelli,500
338,2026-05-13,katia_quaranta,92
339,2025-11-04,katia_quaranta,237
340,2025-11-02,katia_quaranta,324
341,2026-06-28,katia_quaranta,19
342,2025-08-22,alessio_alfano,208
343,2026-03-23,alessio_alfano,123
344,2025-11-22,alessio_fabbri,324
345,2026-02-18,alessio_fabbri,442
346,2026-06-01,olga_monti,9
347,2026-04-17,olga_monti,292
348,2026-04-10,olga_monti,26
349,2025-11-27,olga_monti,144
350,2026-03-16,olga_monti,185
351,2024-05-18,miriam_rega,189
352,2026-05-26,serena_amato,165
353,2026-02-18,serena_amato,524
354,2025-06-18,serena_amato,438
355,2026-01-09,serena_amato,412
356,2025-06-16,riccardo_palma,367
357,2025-12-01,riccardo_palma,405
358,2026-05-30,riccardo_palma,298
359,2026-04-14,diego_gentile2,268
360,2026-01-23,diego_gentile2,299
361,2026-03-30,diego_gentile2,18
362,2026-05-08,tomaso_palermo,264
363,2026-06-04,tomaso_palermo,434
364,2025-06-13,tomaso_palermo,4
365,2026-01-12,luca_donati,363
366,2026-05-18,luca_donati,308
367,2025-12-16,alessia_marchetti,101
368,2026-04-25,alessia_marchetti,198
369,2024-10-25,alessia_marchetti,409
370,2026-05-22,francesco_celli,14
371,2026-03-17,francesco_celli,536
372,2026-04-09,francesco_celli,326
373,2026-02-23,francesco_celli,288
374,2024-08-03,francesco_celli,257
375,2024-06-14,silvia_angeli,130
376,2024-07-04,carmine_orlando,189
377,2026-06-06,carmine_orlando,432
378,2026-04-15,carmine_orlando,68
379,2026-01-09,carmine_vitale,254
380,2026-04-19,carmine_vitale,6
381,2025-03-24,carmine_vitale,373
382,2025-08-19,stefano_carbone,453
383,2026-04-08,stefano_carbone,338
384,2026-01-09,stefano_carbone,254
385,2026-06-05,stefano_carbone,329
386,2026-05-27,ivan_biffi,374
387,2026-03-17,ivan_biffi,228
388,2025-12-23,diego_napoli,477
389,2026-06-20,ernesto_conte,211
390,2025-11-26,simone_de_marco,469
391,2025-05-28,simone_de_marco,251
392,2026-02-06,simone_de_marco,485
393,2026-05-19,pietro_caputo,86
394,2026-05-28,pietro_caputo,410
395,2026-06-28,pietro_caputo,368
396,2025-02-19,pietro_caputo,356
397,2025-06-03,sofia_palermo,403
398,2026-04-07,sofia_palermo,429
399,2025-07-14,sofia_palermo,66
400,2026-06-06,sofia_palermo,134
401,2025-09-22,olga_salvi,48
402,2026-05-23,olga_salvi,368
403,2025-11-11,lorenzo_lodi,13
404,2026-06-18,lorenzo_lodi,148
405,2026-06-20,lorenzo_lodi,528
406,2024-06-28,lorenzo_lodi,189
407,2026-04-07,diego_amato,274
408,2025-10-04,diego_amato,174
409,2024-06-26,diego_amato,130
410,2024-12-20,jessica_angeli,317
411,2026-06-07,jessica_angeli,49
412,2025-11-25,jessica_angeli,519
413,2026-04-12,claudia_palma,228
414,2026-05-01,claudia_palma,280
415,2025-12-25,ilaria_rinaldo,498
416,2025-08-15,ilaria_rinaldo,503
417,2026-02-19,ilaria_rinaldo,521
418,2025-12-26,ilaria_poli,398
419,2025-10-04,ilaria_poli,244
420,2026-06-11,ilaria_poli,229
421,2026-06-26,carmine_rizzi2,479
422,2026-06-09,carmine_rizzi2,484
423,2025-10-19,carmine_rizzi2,519
424,2025-12-06,matteo_mele,421
425,2025-09-27,matteo_mele,163
426,2026-06-05,matteo_mele,191
427,2026-01-18,matteo_mele,84
428,2026-04-15,marco_bruni,208
429,2025-12-24,marco_bruni,452
430,2025-07-03,marco_bruni,352
431,2025-12-08,emanuele_rizzi,201
432,2026-02-09,emanuele_rizzi,476
433,2026-05-11,emanuele_rizzi,355
434,2026-02-26,emanuele_rizzi,139
435,2024-05-20,luca_sala,532
436,2025-12-07,luca_sala,58
437,2026-05-08,jessica_orlando,119
438,2026-04-19,jessica_orlando,423
439,2026-06-18,jessica_orlando,279
440,2026-02-02,jessica_orlando,344
441,2026-02-03,emanuele_biffi,278
442,2026-04-22,emanuele_biffi,505
443,2025-01-14,emanuele_biffi,472
444,2026-05-10,davide_guida,181
445,2025-12-12,davide_guida,58
446,2026-04-22,davide_guida,165
447,2025-03-14,matteo_tozzi,367
448,2026-06-01,matteo_tozzi,426
449,2024-07-22,matteo_tozzi,210
450,2026-05-18,matteo_tozzi,537
451,2025-07-12,matteo_tozzi,176
452,2025-10-28,carmine_riva,173
453,2026-05-30,carmine_riva,321
454,2026-02-22,carmine_riva,83
455,2025-04-02,federica_carbone,373
456,2025-07-19,federica_carbone,207
457,2026-04-29,federica_carbone,27
458,2024-11-19,federica_carbone,356
459,2026-01-12,federica_carbone,464
460,2025-09-26,lorenzo_lodi2,48
461,2026-06-23,lorenzo_lodi2,414
462,2026-05-22,lorenzo_lodi2,277
463,2026-03-18,lorenzo_lodi2,185
464,2026-05-12,simone_de_marco2,72
465,2026-05-18,carmine_de_marco,327
466,2025-11-07,giorgio_pisano,421
467,2024-07-12,giorgio_pisano,468
468,2026-05-31,giorgio_pisano,97
469,2025-11-19,fabio_ferretti,192
470,2025-11-25,fabio_ferretti,162
471,2026-04-25,fabio_ferretti,214
472,2026-06-28,giovanni_colombi,229
473,2026-03-02,giovanni_colombi,362
474,2026-06-24,giovanni_colombi,326
475,2026-04-02,giovanni_colombi,53
476,2026-05-15,giovanni_colombi,236
477,2025-12-25,laura_salvi,498
478,2026-03-20,paola_damico,109
479,2025-07-04,paola_damico,79
480,2026-06-27,olga_cattaneo,85
481,2026-03-30,olga_cattaneo,333
482,2026-01-24,andrea_milani,218
483,2026-06-14,andrea_milani,383
484,2026-06-19,andrea_milani,395
485,2026-03-17,andrea_milani,399
486,2025-09-13,andrea_milani,73
487,2024-06-21,katia_mele,249
488,2024-06-17,katia_mele,210
489,2024-11-15,katia_mele,284
490,2026-04-17,katia_mele,115
491,2026-05-10,katia_mele,327
492,2026-06-22,giorgio_fabbri,312
493,2026-03-30,giorgio_fabbri,283
494,2026-06-28,giorgio_fabbri,148
495,2025-10-19,giorgio_fabbri,110
496,2026-02-25,carmine_sanna,242
497,2026-02-26,carmine_sanna,134
498,2026-03-02,carmine_sanna,185
499,2025-04-09,carmine_sanna,367
500,2026-02-14,fabio_napoli,51
501,2025-11-27,fabio_napoli,213
502,2026-06-14,fabio_napoli,102
503,2026-06-13,ilaria_bassi,89
504,2025-04-05,ilaria_bassi,379
505,2025-04-02,martina_moro,61
506,2026-02-01,martina_moro,334
507,2026-03-16,martina_moro,548
508,2025-12-17,giulia_damico,396
509,2024-06-09,giulia_damico,249
510,2026-06-21,giulia_damico,406
511,2026-01-03,giulia_damico,376
512,2026-04-03,carmine_sala,493
513,2026-06-18,carmine_sala,188
514,2026-02-08,carmine_sala,269
515,2026-06-19,carmine_sala,287
516,2025-09-30,carmine_sala,212
517,2026-04-15,ilaria_bruni,547
518,2025-06-21,ilaria_bruni,506
519,2024-09-21,giovanni_cattaneo,178
520,2026-04-05,elisa_lodi,264
521,2026-03-31,elisa_lodi,146
522,2025-04-17,elisa_lodi,372
523,2026-03-05,elisa_lodi,109
524,2026-03-09,elisa_lodi,348
525,2026-02-26,miriam_santoro,165
526,2025-07-14,miriam_santoro,7
527,2026-04-12,stefano_perna,185
528,2026-05-21,stefano_perna,198
529,2026-06-05,stefano_perna,14
530,2024-12-13,stefano_perna,153
531,2025-09-04,alberto_pisano,99
532,2024-09-27,alberto_pisano,65
533,2026-04-03,alberto_pisano,475
534,2025-12-30,alessia_deluca,191
535,2026-05-22,alessia_deluca,277
536,2025-10-10,lorenzo_milani,466
537,2026-02-27,lorenzo_milani,73
538,2026-01-26,lorenzo_milani,290
539,2026-06-26,lorenzo_milani,148
540,2026-04-12,lorenzo_milani,376
541,2026-06-09,andrea_caputo,261
542,2026-05-17,andrea_caputo,397
543,2025-04-11,anna_martinelli,446
544,2025-03-22,anna_martinelli,367
545,2024-05-30,anna_martinelli,388
546,2026-06-23,anna_quaranta,333
547,2026-01-30,anna_quaranta,357
548,2026-03-04,anna_quaranta,476
549,2025-10-06,flavio_de_luca,129
550,2026-06-06,flavio_de_luca,283
551,2025-10-14,chiara_salvi,259
552,2026-06-28,chiara_salvi,5
553,2026-05-20,chiara_salvi,193
554,2026-03-27,irene_sorrentino,398
555,2026-05-07,irene_sorrentino,464
556,2026-05-09,federica_carbone2,108
557,2026-06-04,federica_carbone2,340
558,2026-03-22,federica_carbone2,462
559,2025-12-05,riccardo_sanna,40
560,2026-05-22,riccardo_sanna,401
561,2026-05-11,chiara_silvestri,126
562,2026-02-26,chiara_silvestri,181
563,2025-11-19,chiara_silvestri,186
564,2026-05-20,andrea_lodi,69
565,2026-06-04,andrea_lodi,82
566,2024-06-21,andrea_lodi,511
567,2026-02-16,andrea_fazio,94
568,2026-05-28,andrea_fazio,108
569,2026-05-31,andrea_fazio,303
570,2025-11-22,andrea_fazio,1
571,2026-03-30,andrea_cattaneo,302
572,2026-06-27,andrea_cattaneo,231
573,2026-04-24,maria_deluca,406
574,2026-04-18,maria_deluca,533
575,2025-12-07,maria_deluca,183
576,2026-06-01,maria_deluca,458
577,2026-02-07,alessio_palermo,362
578,2026-03-26,alessio_palermo,123
579,2025-07-28,alessio_palermo,250
580,2024-08-14,alberto_orlando,65
581,2026-01-18,alberto_orlando,241
582,2025-12-30,alessio_vitale,181
583,2026-05-16,alessio_vitale,401
584,2025-12-17,alessio_vitale,38
585,2025-03-08,alessio_vitale,367
586,2026-06-17,alessio_vitale,528
587,2026-04-13,noemi_moro,410
588,2026-06-04,noemi_moro,456
589,2025-11-18,noemi_moro,40
590,2026-02-23,giada_perna,261
591,2026-03-15,giada_perna,268
592,2026-02-13,giada_perna,536
593,2025-09-09,claudia_poli,324
594,2026-05-08,claudia_poli,264
595,2026-03-16,claudia_poli,112
596,2025-10-05,silvia_rosati,207
597,2026-05-25,silvia_rosati,381
598,2024-11-28,silvia_rosati,402
599,2025-11-14,silvia_rosati,12
600,2026-03-08,maria_longo,91
601,2026-04-18,maria_longo,366
602,2026-05-27,maria_longo,206
603,2026-05-23,cinzia_vitale,313
604,2025-11-17,cinzia_vitale,231
605,2026-03-07,paola_rinaldo,451
606,2026-06-13,paola_rinaldo,280
607,2026-01-28,paola_rinaldo,223
608,2025-12-14,paola_rinaldo,415
609,2026-02-15,francesca_quaranta,91
610,2026-06-16,francesca_quaranta,299
611,2026-04-11,francesca_quaranta,382
612,2026-06-22,francesca_quaranta,211
613,2026-02-16,lorenzo_fazio,120
614,2026-02-02,lorenzo_fazio,485
615,2026-06-18,lorenzo_fazio,13
616,2026-05-03,carmine_quaranta,490
617,2026-03-16,carmine_quaranta,325
618,2026-04-14,carmine_quaranta,73
619,2026-06-07,carmine_quaranta,270
620,2025-10-05,claudia_conte,1
621,2026-05-07,claudia_conte,423
622,2025-10-18,federica_monti,55
623,2026-05-14,federica_monti,119
624,2025-07-03,federica_monti,157
625,2026-04-25,monica_fazio,256
626,2025-08-18,monica_fazio,452
627,2025-10-13,monica_fazio,141
628,2025-12-30,monica_fazio,301
629,2025-10-26,diego_sala,223
630,2026-04-26,diego_sala,313
631,2026-06-24,diego_sala,429
632,2026-03-20,diego_sala,476
633,2025-07-07,luca_de_luca,251
634,2026-04-13,luca_de_luca,419
635,2025-09-18,luca_de_luca,117
636,2026-06-27,cinzia_ferretti,270
637,2026-05-07,cinzia_ferretti,116
638,2026-05-14,cinzia_ferretti,107
639,2026-06-16,cinzia_ferretti,258
640,2026-05-18,matteo_napoli,410
641,2026-05-19,matteo_napoli,77
642,2026-04-14,matteo_napoli,390
643,2025-09-22,lorenzo_rega,343
644,2026-03-18,lorenzo_rega,490
645,2025-07-08,lorenzo_rega,251
646,2026-06-25,lorenzo_rega,436
647,2026-02-12,sofia_conte,32
648,2026-02-11,sofia_conte,385
649,2025-06-15,sofia_conte,441
650,2025-12-21,sofia_conte,242
651,2026-03-03,laura_biffi,343
652,2026-02-21,laura_biffi,476
653,2026-05-17,silvia_rosati2,278
654,2026-03-16,silvia_rosati2,181
655,2025-01-15,silvia_rosati2,222
656,2026-04-16,sara_corti,329
657,2026-01-31,alberto_benedetti,485
658,2026-02-10,alberto_benedetti,172
659,2026-02-09,miriam_lodi,143
660,2025-12-11,miriam_lodi,494
661,2026-01-01,miriam_lodi,281
662,2026-05-25,jessica_monti,181
663,2025-05-28,jessica_monti,177
664,2026-06-08,jessica_monti,296
665,2026-05-07,cinzia_palermo,473
666,2025-12-06,luca_bruni,530
667,2024-07-25,luca_bruni,286
668,2026-02-28,valentina_fabbri,261
669,2026-03-14,valentina_fabbri,22
670,2026-05-23,valentina_fabbri,426
671,2026-06-05,valentina_fabbri,546
672,2026-03-20,silvia_bassi,495
673,2026-04-07,silvia_bassi,13
674,2024-07-15,sofia_casini,257
675,2026-01-26,sofia_casini,144
676,2025-11-19,sofia_casini,141
677,2026-04-14,silvia_fabbri,410
678,2026-01-03,silvia_fabbri,494
679,2026-03-22,lisa_bruni,486
680,2026-05-25,riccardo_pino,531
681,2026-06-23,riccardo_pino,217
682,2026-01-01,riccardo_pino,490
683,2026-02-19,chiara_rinaldi,393
684,2026-03-27,chiara_rinaldi,399
685,2025-03-06,chiara_rinaldi,322
686,2026-06-10,jessica_mele,546
687,2025-06-14,lorenzo_quaranta,114
688,2026-01-05,lorenzo_quaranta,301
689,2026-02-15,alessio_carbone,442
690,2026-06-18,alessio_carbone,386
691,2026-01-20,sofia_cattaneo,296
692,2025-08-01,sofia_cattaneo,467
693,2026-06-13,stefano_salvi2,464
694,2026-06-27,stefano_salvi2,346
695,2025-07-25,stefano_salvi2,79
696,2024-07-17,stefano_salvi2,501
697,2025-11-26,davide_martinelli,530
698,2025-03-25,davide_martinelli,372
699,2026-02-03,davide_martinelli,485
700,2026-06-08,davide_martinelli,509
701,2026-02-15,elena_conte,442
702,2024-07-16,elena_conte,286
703,2024-10-21,elena_conte,215
704,2026-02-03,elena_conte,507
705,2025-06-02,debora_quaranta,459
706,2025-01-22,debora_quaranta,284
707,2026-03-31,alberto_benedetti2,18
708,2026-04-12,alberto_benedetti2,547
709,2025-12-11,alberto_benedetti2,141
710,2026-05-01,pietro_salvi,308
711,2025-07-20,pietro_salvi,114
712,2025-02-14,pietro_santoro2,135
713,2026-06-06,francesco_sala,410
714,2025-07-12,francesco_sala,7
715,2026-05-01,silvia_negri,259
716,2026-05-04,silvia_negri,401
717,2026-06-06,silvia_negri,67
718,2026-05-27,silvia_negri,214
719,2025-05-24,tomaso_ferrara,177
720,2025-06-24,tomaso_ferrara,354
721,2025-12-01,tomaso_ferrara,183
722,2024-06-24,tomaso_ferrara,62
723,2026-01-16,miriam_palma,57
724,2026-05-09,miriam_palma,303
725,2026-06-06,miriam_palma,129
726,2026-05-30,miriam_palma,68
727,2026-06-04,miriam_palma,348
728,2026-01-18,riccardo_colombi,195
729,2025-09-06,riccardo_colombi,176
730,2025-10-09,riccardo_colombi,343
731,2026-03-25,simone_longo,326
732,2026-04-28,simone_longo,300
733,2024-12-22,simone_longo,317
734,2026-06-07,simone_longo,107
735,2026-05-07,simone_longo,116
736,2026-06-23,valentina_celli,102
737,2026-05-06,valentina_celli,126
738,2026-05-07,valentina_celli,495
